"Month Year","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Driving Causing Death","Manslaughter Unlawful Striking Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Voluntary Assisted Dying","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
APR17,0.0608966422,0.1217932843,0.0811955229,0,0.0202988807,0.0202988807,0,35.969616635,1.4615194118,17.578830703,5.500996675,11.428269845,10.880200066,3.2681197959,7.6120802699,2.5779578514,1.2382317239,1.3397261275,7.7135746735,0.6292653023,0.1826899265,0.9743462745,5.9272731702,0,57.324039152,60.531262306,38.202493515,37.248446121,0.9540473938,3.7146951717,18.61407362,2.0907847141,61.830390672,19.486925491,181.59378692,13.052180303,32.539105794,50.889293964,85.113206858,40.232381586,0.5886675409,1.4412205311,21.455916921,3.3696141995,13.376962394,7.8759657193,3.0042343465,0.9337485131,3.8770862175,0.0608966422,373.64149741,105.77746743,0.7104608252,47.11370215,1.5833126961,8.1601500493,48.209841709,0.2841843301,0,0,0.2232876879,0,0,0,0.0202988807,0.0405977614,6.8001250411,0,41.511211072,10.108842598,9.1547952046,0.1623910458,1.2179328432,0.1217932843,2.6185556128,5.0341224185,90.167628157,1.3600250082,38.994149863,7.2264015362,42.58705175,0.0811955229,63.007725754,2.7809466586,45.165009601,15.061769494,0,4.6687425655,331.56191768
MAY17,0.1014944036,0.1217932843,0.1014944036,0,0,0.0202988807,0,37.7965159,1.4818182925,17.984808318,5.0138235378,13.316065752,10.332130286,2.82154442,7.5105858663,2.7200500164,1.157036201,1.5630138154,7.2061026555,0.4465753758,0.0608966422,0.9337485131,5.7648821244,0,58.278086546,66.580328761,41.531509953,40.33387599,1.1976339625,3.7755918139,21.273226994,2.1110835949,60.551561187,20.03499527,195.31583029,14.696389641,37.816814781,48.636118204,94.166507659,42.120177493,0.4871731373,0.3247820915,22.227274388,2.2531757599,16.827772117,9.5201750575,3.9582817403,0.8728518709,4.5469492812,0.142092165,396.23415165,145.19789379,0.9134496324,63.555795533,2.53736009,9.0127030396,69.178585493,0.2841843301,0,0,0.0608966422,0,0,0,0.1623910458,0.0608966422,7.6323791506,0.0202988807,42.181074136,10.575716855,11.428269845,0.3856787337,1.3803238889,0.0405977614,3.329016438,6.2926530231,94.125909897,0.9946451553,41.917188686,10.738107901,40.475968155,0.2232876879,69.94994296,3.1057287501,48.717313727,18.086302721,0.0405977614,6.2114575002,387.83041503
JUN17,0,0.0405977614,0.0405977614,0,0,0,0,34.771982673,1.4006227697,17.071358685,4.9123291342,11.387672084,12.179328432,3.9582817403,8.2210466915,2.9230388236,1.5833126961,1.3397261275,6.6580328761,0.3856787337,0.1826899265,0.9540473938,5.1356168221,0,56.572980566,58.501374234,37.471733809,36.497387534,0.9743462745,2.8824410622,18.147199363,1.6848070997,57.181946987,19.344833326,192.23040042,13.762641128,39.136242028,47.824162976,91.507354284,54.461896971,0.7307597059,0.2841843301,29.433377044,1.8674970262,22.146078865,10.230635883,4.4048571162,0.9946451553,4.7499380884,0.0811955229,393.63589492,141.23961205,0.8525529902,60.896642159,2.9230388236,9.2765884889,67.290789586,0.2841843301,0,0,0.142092165,0,0,0,0.0405977614,0.1014944036,7.6729769121,0,39.806105091,8.8503119938,10.819303424,0.3450809722,1.2585306046,0.0608966422,3.3087175573,5.8460776473,90.451812487,1.1367373203,40.963141292,8.2210466915,40.130887183,0.365379853,67.087800779,2.82154442,47.621174168,16.604484429,0.0405977614,7.5714825085,374.14896943
JUL17,0.0405977614,0.0811955229,0.0405977614,0,0,0.0405977614,0,36.152306562,1.0961395589,18.857660189,4.3033627126,11.895144102,11.083188873,3.186924273,7.8962646,3.329016438,1.2788294853,2.0501869527,7.2467004169,0.2841843301,0.1826899265,1.1773350817,5.6024910786,0,57.933005574,56.97895818,34.893775957,33.614946472,1.2788294853,2.7606477779,19.324534445,2.3343712828,57.100751465,19.304235564,182.71022536,13.031881422,34.508097224,49.752556644,85.417690069,59.536617151,0.9134496324,0.0811955229,22.085182223,1.6442093383,34.812580434,9.7434627455,4.1003739054,0.9946451553,4.5875470427,0.0608966422,387.70862175,140.75243891,0.6698630638,62.946829112,2.9230388236,7.4496892241,66.763018687,0.3247820915,0,0,0.1623910458,0,0,0,0.1014944036,0.0608966422,10.311831406,0,42.059280851,8.687920948,10.596015736,0.2638854494,1.1773350817,0.0405977614,3.1666253923,5.9475720509,92.52229832,1.4209216504,42.911833841,8.3225410951,39.867001734,0.0202988807,73.60374149,4.0800750247,52.310215615,17.152554208,0.0608966422,5.5212955558,384.39990419
AUG17,0.0811955229,0.0811955229,0.0405977614,0,0,0.0405977614,0,37.979205827,1.3397261275,18.532878097,4.7296392077,13.376962394,11.610959772,3.6740974103,7.9368623614,2.82154442,1.4209216504,1.4006227697,8.2616444529,0.5683686602,0.0811955229,1.1367373203,6.4753429496,0,60.835745517,57.608223483,34.893775957,33.83823416,1.0555417974,3.0245332272,19.689914298,2.2734746406,59.617812674,19.263637803,187.31807128,12.443213881,34.203614013,47.621174168,93.050069219,42.201373016,0.7510585866,0.3247820915,16.401495622,2.0501869527,22.673849764,8.5255299023,3.6740974103,0.5683686602,4.1815694283,0.1014944036,376.8081228,144.10175423,1.0961395589,67.209594063,2.7403488972,6.1302619774,66.925409733,0.142092165,0,0,0.1014944036,0,0,0,0.0405977614,0,10.555417974,0,41.389417788,9.5201750575,10.494521332,0.1826899265,1.014944036,0.0811955229,2.9433377044,6.2723541424,93.598138999,1.4006227697,42.343465181,10.697510139,39.156540908,0.365379853,72.791786261,3.694396291,51.132880533,17.944210556,0.0202988807,5.8460776473,388.80476131
SEP17,0.0405977614,0.1623910458,0.1014944036,0.0202988807,0,0.0405977614,0,37.451434928,1.4412205311,18.248693767,5.1356168221,12.625903808,14.635492999,5.0544212992,9.5810716997,2.6185556128,1.2585306046,1.3600250082,7.4902869856,0.4262764951,0.0608966422,0.9743462745,6.0287675738,0,62.398759332,59.983192527,37.654423735,36.558284176,1.0961395589,3.1260276308,19.202741161,2.6591533743,60.937239921,20.055294151,195.7218079,13.661146724,35.218558049,49.874349928,96.967753198,38.222792395,0.9134496324,0.1217932843,16.584185548,6.0287675738,14.574596357,8.8097142324,3.7958906946,0.5886675409,4.2424660704,0.1826899265,386.3891945,166.71470735,0.7916563481,55.050564512,2.3952679249,51.173478294,57.303740272,0.2232876879,0,0,0.0405977614,0,0,0,0.0202988807,0.1623910458,7.2467004169,0,43.114822649,9.9464515527,9.9667504334,0.142092165,0.9134496324,0.0608966422,3.2884186766,5.5618933172,90.959284505,1.1773350817,41.267624503,9.560772819,38.953552101,0.1826899265,63.251312323,3.2681197959,44.880825271,15.041470613,0.0608966422,5.8866754087,397.49268225
OCT17,0.0608966422,0.2232876879,0.142092165,0,0.0202988807,0.0608966422,0,42.526155108,1.6036115769,20.237984078,5.7851810051,14.899378448,11.184683277,3.3087175573,7.8759657193,3.552304126,1.8877959069,1.664508219,7.4090914627,0.5480697794,0.2029888072,1.3803238889,5.2777089871,0,64.956418303,67.818560485,40.963141292,40.009093899,0.9540473938,3.7552929331,23.100126259,2.2328768792,63.657289937,22.369366553,210.96626732,15.021171733,37.370239405,54.806977943,103.76787824,45.591286096,0.9743462745,0.142092165,20.907847141,3.186924273,20.380076243,9.8449571491,3.694396291,0.8322541095,5.2371112257,0.0811955229,422.48060442,143.26950012,1.8674970262,58.602868638,2.7809466586,17.294646373,62.723541424,0.0405977614,0,0,0,0,0,0,0.0405977614,0,8.8300131131,0,44.353054373,10.413325809,10.656912378,0.2232876879,1.2788294853,0.0202988807,3.4711086031,5.6633877208,93.862024448,1.2585306046,41.024037935,9.7231638647,41.856292044,0.2232876879,68.589917952,3.1057287501,47.438484242,18.025406079,0.0202988807,5.0544212992,385.29305494
NOV17,0.1826899265,0.1623910458,0.0811955229,0,0,0.0811955229,0,43.236615933,1.8066003841,20.501869527,5.4198011522,15.50834487,12.159029551,3.8770862175,8.2819433336,3.5929018874,1.8471981455,1.7457037419,8.0180578843,0.5886675409,0.2638854494,1.1367373203,6.0287675738,0,67.351686228,62.094276122,39.440725238,38.446080083,0.9946451553,2.9230388236,19.73051206,2.0095891913,64.286555239,20.258282958,211.18955501,14.96027509,39.623415165,50.726902919,105.87896183,46.362643564,1.0352429167,0.2029888072,26.287050532,2.8621421815,15.975219126,11.306476561,4.6890414463,0.4465753758,5.9881698123,0.1826899265,417.50737864,138.39776875,1.0758406781,59.435122747,3.2072231537,10.738107901,63.941474267,0.1826899265,0,0,0.0405977614,0,0,0,0,0.142092165,8.4443343794,0,43.135121529,10.900498946,10.453923571,0.1623910458,0.9134496324,0.1014944036,3.3899130802,5.8866754087,92.156918468,1.8066003841,39.21743755,8.6676220673,42.465258466,0.1217932843,69.340976539,3.4914074838,48.534623801,17.21345085,0.1014944036,7.5511836277,380.68520902
DEC17,0.0608966422,0.1217932843,0.0202988807,0,0.0202988807,0.0811955229,0,42.181074136,1.8066003841,19.872604225,5.6227899594,14.879079568,9.2562896082,3.2681197959,5.9881698123,3.9988795018,2.0704858334,1.9283936684,7.7135746735,0.5683686602,0.2029888072,0.7916563481,6.1505608581,0,63.332507846,70.924289235,46.301746922,44.860526391,1.4412205311,3.4102119609,21.212330352,1.8674970262,65.626281367,23.201620663,208.42890723,15.305356063,38.973850982,51.437363744,102.71233644,40.516565917,1.2788294853,0.1826899265,21.070238187,2.2734746406,15.711333677,9.3171862504,4.3845582355,0.8322541095,3.9988795018,0.1014944036,419.88234769,125.56887613,0.7713574673,50.564511873,2.6388544936,18.350188171,53.243964128,0.1014944036,0.0405977614,0,0.0608966422,0,0,0,0,0,9.9870493141,0,44.799629748,10.880200066,11.00199335,0.1623910458,0.8728518709,0,3.4914074838,6.4753429496,99.748699857,1.9892903105,43.744087951,7.9165634807,46.098758114,0.0811955229,71.533255656,3.8973850982,52.47260666,15.122666136,0.0405977614,4.5063515198,378.20874557
JAN18,0.0399470861,0.0798941722,0.019973543,0,0.019973543,0.0399470861,0,41.085578043,1.797618874,19.87367533,5.3928566221,14.021427218,11.464813708,4.0945763242,7.3702373836,4.1744704964,1.9973543045,2.1771161919,8.5087293371,0.4993385761,0.2396825165,1.4181215562,6.3515866883,0,65.353432843,72.204358107,44.640868705,43.482403209,1.1584654966,3.8149467216,23.74854268,2.7563489402,69.248273737,23.74854268,218.21095777,16.777776158,39.907139004,49.494439665,112.03160294,40.646160096,0.8189152648,0.0998677152,22.010844435,1.9374336754,15.779099005,9.0080679132,4.1544969533,0.439417947,4.3542323838,0.0599206291,435.82270924,117.82393042,0.8189152648,50.892587678,2.7563489402,8.7284383106,54.627640228,0.0798941722,0,0,0,0,0,0,0,0.0798941722,5.8123010261,0,48.455815427,12.103967085,11.344972449,0.2796296026,1.1584654966,0.0599206291,3.6551583772,6.1917983439,92.837028073,1.2583332118,41.764678507,8.6285705954,41.185445759,0.0798941722,71.56520473,3.994708609,51.092323109,16.478173012,0,4.5539678142,364.65697537
FEB18,0.0399470861,0.1198412583,0.0599206291,0,0,0.0599206291,0,40.066927348,1.6178569866,19.214548409,5.2530418208,13.981480131,11.08531639,3.6951054633,7.3902109266,3.3555552315,1.6178569866,1.7376982449,7.8496024166,0.5193121192,0.0599206291,1.3781744701,5.8921951982,0,62.51718973,60.659650227,35.932403938,34.594176554,1.338227384,3.6152112911,21.112034998,1.5779099005,57.423936254,20.472881621,192.10553701,12.962829436,38.009652414,44.740736421,96.392318735,55.466529036,1.0386242383,0.2396825165,28.582140097,2.6165341389,22.989548045,9.1279091715,4.0746027812,0.4993385761,4.4940471851,0.0599206291,396.83435322,106.73861403,0.6990740066,45.499731056,2.4767193376,5.7124333108,52.350656321,0.0998677152,0,0,0.019973543,0,0,0,0,0.0798941722,4.8335974169,0,40.266662778,9.0080679132,9.6272477476,0.2197089735,1.1584654966,0.0599206291,2.5965605958,5.5925920526,79.334912974,0.9787036092,34.813885527,8.1691791054,35.373144732,0.019973543,57.46388334,2.9760579137,40.14682152,14.341003906,0,5.3129624499,312.70578991
MAR18,0.0798941722,0.0599206291,0.019973543,0,0,0.0399470861,0,41.904493308,1.777645331,20.213225561,5.4727507943,14.440871621,12.083993542,4.5539678142,7.5300257279,3.4354494037,1.6578040727,1.777645331,7.9294965888,0.6191798344,0.1198412583,1.0785713244,6.1119041717,0,65.493247644,65.752903704,40.346556951,38.908461851,1.4380950992,3.575264205,21.831082548,1.9773807614,63.835443571,24.287828343,209.86201677,14.780421853,39.627509401,52.250788605,103.20329691,50.712825791,0.9187829801,0.45939149,26.365076819,2.1771161919,20.79245831,12.283728973,5.4128301652,0.8588623509,5.8123010261,0.1997354304,428.71212792,154.35554065,1.6777776158,61.997877611,3.115872715,18.135977085,69.428035624,0.1198412583,0,0,0.019973543,0,0.019973543,0,0,0.0798941722,7.1505284101,0,51.871291288,13.362300297,13.142591324,0.2796296026,1.2583332118,0.0399470861,4.2543646686,7.3103167544,100.62670986,1.5978834436,45.080286652,11.045369304,42.90317046,0.019973543,80.014013438,3.4154758607,56.704888704,19.87367533,0.019973543,7.6099199001,428.27270997
APR18,0.1198412583,0.0998677152,0.0399470861,0,0.019973543,0.0399470861,0,35.75264205,1.4380950992,17.876321025,4.5939149003,11.844311026,10.006745065,3.6551583772,6.3515866883,4.1544969533,1.9174601323,2.237036821,7.7297611584,0.5592592053,0.1797618874,1.4181215562,5.5726185095,0,57.863354201,64.694305922,40.007006719,38.988356024,1.0186506953,3.115872715,21.571426488,1.5978834436,60.200258737,23.08941576,209.24283694,15.080024999,35.832536223,53.828698506,104.50157721,39.787297745,0.9187829801,0.3195766887,23.189283475,2.4567457945,12.902908807,10.705819072,4.913491589,0.5193121192,5.0932534764,0.1797618874,409.31781762,108.83583605,0.8588623509,44.780683507,1.797618874,10.965475132,50.433196188,0.0599206291,0,0,0.0599206291,0,0,0,0,0,5.6724862247,0,42.184122911,9.0080679132,10.186506953,0.0599206291,1.0785713244,0.0998677152,2.9361108276,6.0120364565,81.631870424,1.4380950992,36.291927713,6.69113692,37.210710693,0.1398148013,56.984518307,2.8562166554,39.747350659,14.30105682,0.0798941722,6.7510575492,321.45420176
MAY18,0.0399470861,0.0998677152,0.0399470861,0,0.019973543,0.0399470861,0,36.411768971,1.2383596688,17.277114734,4.9933857612,12.902908807,10.585977814,2.6165341389,7.9694436749,3.994708609,2.0173278475,1.9773807614,6.7910046353,0.5992062913,0.1997354304,0.9986771522,4.9933857612,0,57.92327483,64.234914432,37.949731785,36.93108109,1.0186506953,3.3156081455,22.969574502,1.9574072184,59.121687413,24.068119369,217.73159273,13.881612416,42.24404354,53.52909536,108.07684142,51.351979168,0.8189152648,0.2197089735,28.382404667,2.8362431124,19.094707151,12.703173377,4.913491589,0.7390210927,6.9308194366,0.1198412583,431.16887371,154.27564648,1.1384919536,62.676978075,2.2769839071,22.570103641,65.613088902,0.1398148013,0,0,0.0998677152,0,0,0,0,0.0399470861,6.7910046353,0.019973543,44.680815791,10.106612781,12.882935264,0.4194444039,1.2383596688,0.0599206291,3.7749996355,7.3902109266,87.344303735,1.1984125827,41.205419302,8.9281737411,36.01229811,0.0798941722,70.84615718,3.2756610594,50.013751784,17.496823707,0.0599206291,8.6485441384,395.81570252
JUN18,0.0399470861,0.1198412583,0.0798941722,0,0.019973543,0.019973543,0,36.511636686,1.4181215562,16.737829072,5.0133593043,13.342326754,11.245104734,3.3355816885,7.9095230458,3.3755287746,1.5579363575,1.8175924171,6.8908723505,0.45939149,0.0998677152,1.0186506953,5.3129624499,0,58.18293089,61.158988803,35.952377481,34.793911984,1.1584654966,3.4354494037,21.771161919,2.656481225,57.703565857,22.010844435,211.53979439,13.18253841,44.021688871,52.750127182,101.58543993,59.401317015,0.8588623509,0.1797618874,27.803171918,8.6485441384,21.91097672,10.466136556,4.6138884434,0.7989417218,4.9334651321,0.1198412583,424.93712828,131.14628363,0.6591269205,59.341396386,2.7962960263,8.888226655,59.461237645,0.0399470861,0,0,0,0,0,0,0,0.0399470861,8.0493378471,0,41.624863706,10.106612781,12.143914171,0.3595237748,0.7989417218,0.0599206291,3.7550260924,7.1705019531,89.141922609,1.0585977814,39.987033176,9.9667979794,38.129493673,0.019973543,76.219040259,3.6152112911,55.706211552,16.897617416,0,6.3515866883,374.84348232
JUL18,0.0798941722,0.1198412583,0.0599206291,0,0.019973543,0.0399470861,0,36.27195417,1.3981480131,17.197220562,4.4740736421,13.202511953,8.5686499663,2.8562166554,5.7124333108,2.8162695693,1.0985448675,1.7177247019,6.3515866883,0.3595237748,0.0599206291,0.9986771522,4.9334651321,0,54.208195824,58.043116088,35.29325056,34.37446758,0.9187829801,2.7164018541,20.033463674,2.217063278,57.00449185,21.771161919,205.08833998,13.002776522,38.988356024,52.630285923,100.46692152,45.499731056,1.0186506953,0.1198412583,24.327775429,3.3355816885,16.697881986,11.065342847,4.9334651321,0.7390210927,5.332935993,0.0599206291,400.68924702,142.79085923,0.9986771522,65.093776783,2.7962960263,7.1705019531,66.731607313,0.0998677152,0,0,0,0,0,0,0,0.0998677152,6.7910046353,0,43.482403209,10.086639238,12.024072913,0.3195766887,1.0585977814,0.0998677152,3.6152112911,6.9308194366,87.583986252,0.9587300662,40.026980262,9.3875652311,37.210710693,0,72.384119995,3.8349202646,51.252111453,17.297088277,0,4.7137561586,379.95670934
AUG18,0.0798941722,0.1597883444,0.0599206291,0,0.019973543,0.0798941722,0,39.987033176,1.5779099005,18.096029999,5.5726185095,14.740474767,13.042723608,4.3342588407,8.7084647676,2.9161372846,1.5978834436,1.318253841,6.5113750326,0.4194444039,0.1997354304,1.0785713244,4.8136238738,0,62.696951618,59.860708506,35.75264205,34.694044269,1.0585977814,3.555290662,20.552775793,2.237036821,59.161634499,21.930950263,209.14296922,13.621956357,39.068250196,53.628963076,102.8237996,43.941794699,0.878835894,0.1398148013,23.109389303,3.4953700329,16.318384668,11.74444331,5.3928566221,0.7390210927,5.4328037082,0.1797618874,408.01953732,153.39681058,0.6591269205,68.988617677,3.0559520859,10.246427582,70.446686319,0.0998677152,0,0,0.0399470861,0,0,0,0.0399470861,0.019973543,7.2104490392,0,45.479757513,9.7470890059,15.719178376,0.1997354304,1.5779099005,0.0399470861,4.6338619864,9.2677239728,92.657266185,1.2183861257,42.883196917,8.1492055623,40.40647758,0.019973543,82.410838603,4.454100099,59.041793241,18.874998177,0.0399470861,5.1531741056,411.89440467
SEP18,0.0399470861,0.1997354304,0.1398148013,0,0.0399470861,0.019973543,0,38.868514765,1.4181215562,18.815077548,5.1731476486,13.462168012,12.603305661,5.0932534764,7.5100521849,3.4953700329,1.8375659601,1.6578040727,7.2104490392,0.45939149,0.1597883444,0.9787036092,5.6125655956,0,62.417322015,57.383989168,34.154758607,33.25594917,0.898809437,3.135846258,20.093384303,2.4767193376,59.321422843,20.353040363,197.7181026,13.821691787,40.885842613,47.836635592,95.173932609,37.610181554,0.7789681788,0.2596560596,18.655289204,3.6951054633,14.221162648,10.805686787,5.3728830791,0.6391533774,4.6538355295,0.1398148013,385.66914265,143.33014489,1.1984125827,61.019174002,2.4966928806,13.502115098,65.113750326,0.1198412583,0,0,0.1198412583,0,0,0,0,0,6.3515866883,0,44.80065705,9.8869038072,12.603305661,0.1997354304,1.0785713244,0.019973543,3.6951054633,7.6099199001,93.01678996,1.4980157284,41.505022447,8.5886235093,41.425128275,0,69.967321286,3.4753964898,49.374598407,17.097352846,0.019973543,9.4474858602,389.52403646
OCT18,0.0998677152,0.1398148013,0.0998677152,0,0,0.0399470861,0,39.827244831,1.5579363575,19.194574866,6.0120364565,13.062697151,15.279760429,4.3941794699,10.885580959,4.7936503308,2.5765870528,2.217063278,8.5886235093,0.7390210927,0.2396825165,1.2383596688,6.3715602313,0,68.728961617,67.83015218,40.586239467,39.128170825,1.4580686423,3.2556875163,23.988225197,2.1571426488,63.635708141,24.986902349,224.62246508,15.080024999,43.602244467,55.985841155,109.95435446,47.836635592,0.8189152648,0.0998677152,23.888357482,3.7550260924,19.274469038,10.486110099,4.7736767877,0.6191798344,5.0533063904,0.0399470861,441.55511609,136.73887569,0.9986771522,62.397348472,3.4154758607,5.5526449665,64.374729234,0.4194444039,0,0.019973543,0.2996031457,0,0,0,0,0.0998677152,6.0919306287,0,47.057667414,9.8269831781,13.881612416,0.2996031457,1.3582009271,0.0798941722,4.3342588407,7.8096553305,85.786367378,1.0386242383,39.967059633,8.7683853967,36.01229811,0.0798941722,68.928697048,4.1944440394,48.076318109,16.538093641,0.1198412583,8.2890203636,377.10049269
NOV18,0.0998677152,0.0998677152,0.0599206291,0,0,0.0399470861,0,42.124202282,1.5779099005,20.512828707,5.8921951982,14.141268476,13.881612416,4.4940471851,9.3875652311,3.5153435759,1.8775130462,1.6378305297,8.2890203636,0.5992062913,0.0998677152,0.9587300662,6.6312162909,0,68.009914068,70.007268372,42.523673143,41.265339931,1.2583332118,3.1757933441,24.307801886,2.1771161919,64.075126088,24.387696058,212.69825988,14.600659966,40.985710328,49.19483652,107.91705307,62.457269101,1.3781744701,0.2996031457,32.696689964,3.4953700329,24.587431488,10.6259249,4.6138884434,0.6591269205,5.2330682778,0.1198412583,446.4286606,144.88808125,0.9587300662,65.273538671,2.9760579137,10.885580959,64.794173638,0.4194444039,0,0,0.2796296026,0,0.0399470861,0,0.0399470861,0.0599206291,6.9308194366,0,50.812693506,10.965475132,13.062697151,0.2197089735,1.1584654966,0.019973543,4.3142852977,7.3502638405,93.675916881,1.2783067549,41.944440394,8.6685176815,41.78465205,0.0399470861,76.998008438,3.2157404302,55.786105724,17.97618874,0.019973543,5.9521158274,403.74519911
DEC18,0.0998677152,0.0599206291,0.019973543,0,0,0.0399470861,0,43.442456123,1.7576717879,20.552775793,6.5712956618,14.56071288,10.226454039,3.0160049998,7.2104490392,3.6351848342,2.0972220197,1.5379628145,8.6485441384,0.5792327483,0.1198412583,1.1984125827,6.7510575492,0,66.112427479,72.863485028,48.01639748,46.598275924,1.4181215562,3.5153435759,21.331743972,2.0972220197,64.095099631,27.583462945,216.49323306,16.518120098,45.899201917,54.587693142,99.488217907,49.494439665,2.1771161919,0.0399470861,28.382404667,4.0746027812,14.820368939,10.466136556,5.1332005625,0.4993385761,4.6138884434,0.2197089735,443.09307891,137.09839946,0.9187829801,58.123010261,2.7363753971,18.056082913,57.26414791,0.0399470861,0,0,0.019973543,0,0,0,0,0.019973543,7.4301580127,0,49.85396344,9.3675916881,11.704496224,0.0998677152,0.878835894,0,4.0546292381,6.671163377,96.751842509,1.6378305297,42.463752513,6.671163377,45.979096089,0,79.035309829,4.6937826155,56.065735327,18.215871257,0.0599206291,6.9907400657,398.27244831
JAN19,0.0982540839,0.0982540839,0.0786032671,0,0.0196508168,0,0,39.262331919,1.6506686092,19.375705342,5.8952450329,12.340712936,10.611441059,3.6747027372,6.9367383221,4.2052747901,2.1222882118,2.0829865783,8.8821691829,0.5502228697,0.1375557174,1.3952079911,6.7991826046,0,63.157725119,73.965674346,45.334434303,44.332242647,1.0021916556,3.9498141721,24.681425871,2.3384471964,66.046395185,26.489301015,221.89702304,16.310177924,46.179419424,55.906573729,103.50085196,53.784285517,1.6899702428,0.530572053,26.744761633,4.2838780572,20.535103531,12.380014569,4.834100927,1.8275259602,5.5808319645,0.1375557174,456.90114087,126.98357801,0.8253343046,56.240637614,2.6921618984,10.23807554,56.987368651,0.0786032671,0,0,0.0786032671,0,0,0,0,0,5.1092123619,0,50.129233597,10.552488609,13.618016026,0.0786032671,1.3362555408,0.0982540839,4.5000370418,7.6048660925,92.574997833,1.1200965563,42.151001985,8.5677561145,40.736143177,0,74.339039865,4.2838780572,51.99606119,17.98049735,0.0786032671,4.3624813244,377.74765089
FEB19,0.0786032671,0.176857351,0.1375557174,0,0.0393016336,0,0,38.319092714,1.5720653421,18.491418587,5.3057205296,12.949888256,9.2948363352,3.3602896688,5.9345466665,2.9279716997,1.5917161589,1.3362555408,8.2336922293,0.7074294039,0.1179049007,1.0807949227,6.327563002,0,59.031053596,60.917532007,35.980645518,35.214263663,0.7663818543,3.6747027372,21.262183752,1.9257800441,56.849812934,21.556946004,195.68283346,13.912778278,41.306016864,46.63138821,93.832650107,45.020021235,1.1004457395,0.1965081678,23.129011346,3.3013372184,17.292718763,10.159472273,4.5589894921,0.5502228697,5.010958278,0.0393016336,392.11239796,122.97481139,1.0414932891,55.926224546,2.810066799,7.0349924059,56.162034347,0.1965081678,0,0,0.176857351,0,0,0,0,0.0196508168,4.7751484767,0,45.707799822,9.4716936862,12.340712936,0.2947622516,1.4738112582,0.0393016336,3.0458766003,7.4869611918,80.686253684,1.2183506401,36.491566754,7.467310375,35.509025915,0.0196508168,65.280013331,3.6157502869,44.450147548,17.155163046,0.0589524503,6.2096581013,347.66225041
MAR19,0.0196508168,0.176857351,0.1375557174,0,0,0.0393016336,0,42.190303619,1.6310177924,19.356054525,6.1114040175,15.091827284,14.836366666,6.6616268872,8.174739779,4.5196878586,2.3777488299,2.1419390286,8.174739779,0.6681277704,0.0982540839,1.1004457395,6.3079121852,0,69.91760609,68.109730947,43.408654259,41.895541367,1.5131128918,3.3209880352,21.380088653,1.670319426,62.705756333,26.567904282,217.12187456,16.113669757,47.24056353,51.465489137,102.30215214,48.124850285,1.0021916556,0.0786032671,20.770913333,3.2423847681,23.030757262,10.886552494,5.1485139954,0.7663818543,4.834100927,0.1375557174,435.18698833,143.80467717,1.5720653421,61.389151609,3.6550519204,13.952079911,63.236328386,0.2751114349,0,0.0196508168,0.2358098013,0.0196508168,0,0,0,0,5.7576893155,0,52.153267724,10.847250861,14.659509315,0.2358098013,1.5524145253,0.0786032671,3.8908617217,8.9018199997,90.492011255,1.3755571743,40.578936643,9.0000740836,39.537443354,0.2554606181,70.389225693,3.8122584546,49.343200925,17.174813863,0.0589524503,7.9782316112,396.612435
